#Source Plate,Source Well,Proposed Destination Plate,Proposed Destination Well
7,C02,45,C05
71,H06,45,C06
75,E09,45,C07
81,C09,45,C08
86,C04,45,C09
88,H12,45,C10
9,B11,45,C11
91,H05,45,C12
57,A03,45,D01
61,F08,45,D02
64,G06,45,D03
67,H03,45,D04
7,D02,45,D05
72,A12,45,D06
76,F05,45,D07
82,G02,45,D08
88,B03,45,D10
9,B03,45,D11
58,G04,45,E01
63,H10,45,E02
64,C09,45,E03
68,F02,45,E04
7,A03,45,E05
72,E02,45,E06
77,A12,45,E07
82,G04,45,E08
86,A09,45,E09
88,G03,45,E10
9,G04,45,E11
91,G08,45,E12
59,A02,45,F01
63,F12,45,F02
65,C10,45,F03
68,H03,45,F04
73,H11,45,F06
77,A08,45,F07
83,D11,45,F08
87,B01,45,F09
9,H04,45,F11
92,H12,45,F12
59,G09,45,G01
63,C03,45,G02
65,B11,45,G03
69,A02,45,G04
7,B08,45,G05
73,H03,45,G06
78,F02,45,G07
83,C04,45,G08
87,H01,45,G09
88,C08,45,G10
9,E09,45,G11
92,C07,45,G12
6,G06,45,H01
64,E11,45,H02
65,F03,45,H03
69,B03,45,H04
70,H02,45,H05
74,H03,45,H06
8,D04,45,H07
84,D02,45,H08
87,C03,45,H09
89,H04,45,H10
90,A10,45,H11
92,E07,45,H12
97,G03,46,B02
Blank,C01,46,C03
316,G10,46,D03
5,E04,46,E03
97,G02,46,A02
93,C04,46,A01
99,G03,46,A03
93,C05,46,B01
99,E08,46,B03
93,H08,46,C01
97,G03,46,C02
94,B07,46,D01
97,C04,46,D02
316,G10,46,D03
96,F06,46,E01
98,G02,46,E02
5,E04,46,E03
97,C01,46,F01
99,G11,46,F02
66,E06,46,F03
97,E01,46,G01
99,A12,46,G02
97,H12,46,H01
99,D02,46,H02
